 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
B003842	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	LA	24_58_M		130	SONY SIM1	exp 32			1	MACA16_1	
B003843	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Trachea	NA	24_58_M		100	Clark	exp 32			1	MACA16_1	
B003844	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003845	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003846	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	RV	24_58_M		130	SONY SIM1	exp 32			1	MACA16_1	
B003847	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			1	MACA21_3	
B003848	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			2	MACA21_3	
B003849	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			3	MACA21_3	
B003850	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003851	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_61_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			3	MACA21_3	
B003852	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle Diaphragm	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			2	MACA21_8	
B003853	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003854	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003855	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle Diaphragm	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			4	170731_19	
B003856	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	LA	24_59_M		130	SONY SIM1	exp 32			1	MACA15_11	
B003857	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	LV	24_59_M		130	SONY SIM1	exp 32			1	MACA15_11	
B003858	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	RA	24_59_M		130	SONY SIM1	exp 32			1	MACA15_2	
B003859	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003860	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Striatum 	24_59_M	Neurons	130	SONY SIM1	exp 32			1	MACA15_2	
B003861	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle Diaphragm	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			1	MACA21_8	
B003862	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle Diaphragm	24_60_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			3	MACA21_8	
B003863	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_61_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			1	MACA21_3	
B003896	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_61_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			2	MACA21_3	
B003897	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003898	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	Aorta	24_59_M	Multiple	130	SONY SIM1	exp 32			1	MACA16_1	
B003899	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Hippocampus 	24_58_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_9	
B003900	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Hippocampus 	24_58_M	Neurons	130	SONY SIM1	exp 32			1	MACA16_1	
B003901	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Muscle	Muscle forelimb and hindlimb	24_61_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp34			4	MACA21_3	
B003902	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Liver	Liver Non-hepatocytes/Small Cells	24_59_M	viable	100	SONY, SIM1	exp 32			1	MACA15_11	
B003903	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Hippocampus 	24_59_M	Neurons	130	SONY SIM1	exp 32			1	MACA15_2	
B003904	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Cerebellum 	24_59_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_2	
B003905	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Striatum 	24_58_M	Neurons	130	SONY SIM1	exp 32			1	MACA15_9	
B003906	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Hippocampus 	24_59_M	Neurons	130	SONY SIM1	exp 32			2	MACA15_2	
B003907	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Cerebellum 	24_58_M	Microglia	100	SONY SIM1	exp 32			1	MACA16_1	
B003908	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Hippocampus 	24_59_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_11	
B003909	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	Aorta	24_58_M	Multiple	130	SONY SIM1	exp 32			1	MACA15_7	
B003910	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Striatum 	24_58_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_9	
B003911	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003912	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003913	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003914	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Cortex 	24_58_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_9	
B003915	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003916	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003917	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003918	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003921	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Cortex 	24_59_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_2	
B003922	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	RV	24_59_M		130	SONY SIM1	exp 32			2	MACA15_2	
B003933	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003934	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003935	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003936	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003937	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003938	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003939	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003940	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003941	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003942	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003943	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003944	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003945	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003946	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003947	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003949	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003950	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003951	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003952	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003954	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003955	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003967	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003974	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Brain	Striatum 	24_59_M	Microglia	100	SONY SIM1	exp 32			1	MACA15_11	
B003978	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B000251	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000252	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000253	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000254	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000255	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000256	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000257	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000258	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000259	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000260	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000261	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000262	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000270	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000271	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000272	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000273	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000274	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000275	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000276	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000277	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000278	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000279	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000280	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000281	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000419	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000420	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000421	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000422	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000423	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000424	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000425	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000426	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000427	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000428	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000429	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000430	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000431	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000432	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000433	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000434	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000435	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000436	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000437	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000438	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000439	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000440	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000441	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000442	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000443	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000811	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000812	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000817	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000818	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000819	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000820	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000821	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000859	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000860	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000861	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000862	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000863	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000864	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000865	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000866	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000867	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000868	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000869	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000870	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000871	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000872	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000873	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000874	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000875	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000876	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000877	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000878	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000879	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000880	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000881	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000882	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000883	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000884	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000885	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000886	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000887	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000888	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000889	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000890	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000891	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000892	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000893	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000894	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000895	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000896	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000897	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000898	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000899	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000900	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B000901	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002073	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002074	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002075	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002076	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002077	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002078	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002079	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002080	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002081	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002082	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002083	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002084	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002085	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002086	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002087	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002088	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002090	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002091	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002092	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002093	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002094	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002095	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002096	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002097	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002553	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002554	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002555	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002556	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002557	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002558	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002559	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002560	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002561	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002562	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002563	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002564	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
B002565	00027	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/18/17													
